繁體	兼容格式	頁碼
白喫還要嫌鄙鹹淡。	baq chioq wa iau i pi ghae dae.	426
白喫還要嫌鄙鹹淡。	baq chioq gha iau i pi ghae dae.	426
小頭哏哏響，大頭弗管賬。	shiau deu khen khen shian, dou deu vaq kun cian.	426
小頭哏哏響，大頭勿管賬。	shiau deu khen khen shian, dou deu vaq kun cian.	426
眼藥瓶塞仔，大缸蓋擋仔。	ngae yaq bin saq tsy, dou kaon ke taon tsy.	426
喫弗論，馱弗肯。	chioq vaq len, dou vaq khen.	426
喫勿論，馱勿肯。	chioq vaq len, dou vaq khen.	426
明馱弗肯，暗馱弗論。	min dou vaq khen, ei-e dou vaq len.	426
明馱勿肯，暗馱勿論。	min dou vaq khen, ei-e dou vaq len.	426
三層樓翻落，𣍐起白殕。	sae zen leu fae loq, vei chi baq fu.	426
一邊好磨刀，一邊敲胡桃。	iq pi hau mou tau, iq pi khau wu dau.	426
腳娘肚像甏，只會擺樣。	ciaq gnian du zhian ban, ciq wei pa yan.	426
爛鼻頭管裝正經。	lae baq deu kun tsaon cin cin.	426
屁股出仔講人家。	phi ku tshyuq tsy kaon gnin ko.	426
自家出屁股，還笑人家穿短褲。	zhi ko tshyuq phi ku, wa shiau gnin ko tshoe toe khu.	426
自家出屁股，還笑人家穿短褲。	zhi ko tshyuq phi ku, gha shiau gnin ko tshoe toe khu.	426
討𧮙弗揀日子。	thau zoq vaq kae gniq tsy.	426
討𧮙勿揀日子。	thau zoq vaq kae gniq tsy.	426
掇凳弗坐討凳坐。	taq ten vaq zou thau ten zou.	426
掇凳勿坐討凳坐。	taq ten vaq zou thau ten zou.	426
新發財主討飯相。	shin faq dze tsyu thau vae shian.	426
有佬兒子甩差魚。	yeu lau ng tsy huaq tsho ng.	426
牢監犯，萬打萬。	lau kae vae, vae tan vae.	426
骨頭嘸沒四兩重。	kuaq deu mh mhaq sy lian dzon.	427
養生骨頭淘籮命，三日弗打要生病。	ian san kuaq deu dau lou min, sae gniq vaq tan iau san bin.	427
養生骨頭淘籮命，三日勿打要生病。	ian san kuaq deu dau lou min, sae gniq vaq tan iau san bin.	427
弗打弗成行。	vaq tan vaq jin ghaon.	427
勿打勿成行。	vaq tan vaq jin ghaon.	427
嘸苦喫，討苦喫。	mh khu chioq, thau khu chioq.	427
尋禍作孽，自討苦喫。	zhin ghou tsoq gniq, zhi thau khu chioq.	427
百病好醫，賤骨難醫。	paq bin hau i, zhi kuaq nae i.	427
七依八𠡒，褲襠𤖼碎。	chiq i paq tei, khu taon phaq sei.	427
頭埭怪清，船到丈亭。	deu da kuan chin, zoe tau jian din.	427
混堂取當，完全外行。	wen daon tshyu taon, wun dzoe nga ghaon.	427
興出花樣，變種作怪。	shin tshyuq huo yan, pi tson tsoq kua.	427
腳高腳低，大小月底。	ciaq kau ciaq ti, dou shiau yuq ti.	427
魯班師傅造涼亭，小討飯來批評。	lu pae sy fu zau lian din, shiau thau vae le phi bin.	427
丁相公寫一字。	tin shian kon shia iq zy.	427
皇曆自一本。	waon liq zhi iq pen.	427
丫臉犯落弗認人。	o li vae loq vaq gnin gnin.	427
丫臉犯落勿認人。	o li vae loq vaq gnin gnin.	427
拔着雞毛當令箭。	baq dzoq ci mau taon lin ci.	427
拔着雞毛當令箭。	baq zoq ci mau taon lin ci.	427
屁眼扯王旗。	phi ngae tsho waon ji.	427
屋裏燒缸竈，外頭充有佬。	oq li shiau kaon tsau, nga deu tshon yeu lau.	427
口硬骨頭酥。	kheu ngan kuaq deu su.	427
死要面子活受罪。	shi iau mi tsy waq zhieu zei.	427
喫勒三餐飽飯，忘記從前苦難。	chioq laq sae tshae pau vae, maon ci dzon zhi khu nae.	427
細糠喫弗起，打聽米價鈿。	shi khaon chioq vaq chi, tan thin mi ko di.	427
細糠喫勿起，打聽米價鈿。	shi khaon chioq vaq chi, tan thin mi ko di.	427
當儂客氣，還當是福氣。	taon nou khaq chi, wa taon zy foq chi.	427
當儂客氣，還當是福氣。	taon nou khaq chi, gha taon zy foq chi.	427
嘸氣嘸倒，一世𣍐好。	mh chi mh tau, iq shi vei hau.	427
瞎子𠑞一屁，亮眼奔弗及。	haq tsy dza iq phi, lian ngae pen vaq ji.	427
瞎子𠑞一屁，亮眼奔勿及。	haq tsy dza iq phi, lian ngae pen vaq ji.	427
瞎子射一屁，亮眼奔弗及。	haq tsy dza iq phi, lian ngae pen vaq ji.	427
瞎子射一屁，亮眼奔勿及。	haq tsy dza iq phi, lian ngae pen vaq ji.	427
瞎子撒一屁，亮眼奔弗及。	haq tsy dza iq phi, lian ngae pen vaq ji.	427
瞎子撒一屁，亮眼奔勿及。	haq tsy dza iq phi, lian ngae pen vaq ji.	427
看見白牡丹，地栿忘記𨂝。	khi-khe ci baq meu tae, di boq maon ci bae.	427
三個女人抵潮鴨。	sae goq gniu gnin ti jiau ae.	427
三個女人抵潮鴨。	sae ghoq gniu gnin ti jiau ae.	427
女人儇，瓦爿灘。	gniu gnin huae, ngo bae thae.	427
女人敗，養雞賣；男人敗，拆屋賣。	gniu gnin ba, ian ci ma; nei-nae gnin ba, tshaq oq ma.	427
踔弗煞草子，壓弗煞婊子。	nau vaq saq tshau tsy, aq vaq saq piau tsy.	428
踔勿煞草子，壓勿煞婊子。	nau vaq saq tshau tsy, aq vaq saq piau tsy.	428
潑婦多眼淚，婊子多花頭。	phaq vu tou ngae li, piau tsy tou huo deu.	428
強盜扮書生，佛面蛇心腸。	jian dau pae syu san, vaq mi dzo shin jian.	428
自家白日撞，還當人家收曬眼。	zhi ko baq gniq dzaon, wa taon gnin ko shieu sa ngae.	428
自家白日撞，還當人家收曬眼。	zhi ko baq gniq dzaon, gha taon gnin ko shieu sa ngae.	428
阿青阿黃，一搭一檔。	aq chin aq waon, iq taq iq taon.	428
落水要性命，上岸討包袱。	loq syu iau shin min, zaon nge thau pau boq.	428
手扳楊柳喊投河。	shieu pae yan lieu hae deu ghou.	428
椏杈肚腸十八根。	o tsho du jian zyuq paq ken.	428
明是一盆火，暗是一把刀。	min zy iq ben hou, ei-e zy iq po tau.	428
一手捏槍，一手捏香。	iq shieu gniaq chian, iq shieu gniaq shian.	428
悶咚弗響，噗咚一槍。	mhen ton vaq shian, boq don iq chian.	428
悶咚弗響，噗咚一槍。	mhen don vaq shian, boq don iq chian.	428
悶咚勿響，噗咚一槍。	mhen ton vaq shian, boq don iq chian.	428
悶咚勿響，噗咚一槍。	mhen don vaq shian, boq don iq chian.	428
良心生背脊，嘸沒好出息。	lian shin san pei ciq, mh mhaq hau tshyuq shiq.	428
惡人自有惡人磨，楊辣會撥蛤蚆拖。	oq gnin zhi yeu oq gnin mou, yan laq wei paq kaq po thou.	428
肉掛臭，貓叫瘦。	gnioq kuo chieu, mae ciau seu.	428
自家黃狗咬煞自家羊。	zhi ko waon keu ngau saq zhi ko yan.	428
自家黃狗咬煞自家羊。	zhi ko waon ki-ke ngau saq zhi ko yan.	428
自家黃狗咬煞自家羊。	zhi ko wu keu ngau saq zhi ko yan.	428
自家黃狗咬煞自家羊。	zhi ko wu ki-ke ngau saq zhi ko yan.	428
人家棺材擡進自家屋裏。	gnin ko kun dze de cin zhi ko oq li.	428
死弗死，鹿變麂。	shi vaq shi, loq pi ci.	428
死勿死，鹿變麂。	shi vaq shi, loq pi ci.	428
好死弗死，多喫飯米。	hau shi vaq shi, tou chioq vae mi.	428
好死勿死，多喫飯米。	hau shi vaq shi, tou chioq vae mi.	428
奔來落去，喫飯等死。	pen le loq chi, chioq vae ten shi.	428
十二月廿八，嘸沒辦法。	zyuq gni yuq ne-gnie paq, mh mhaq bae faq.	428
十節尾巴九節黃。	zyuq ciq mi po cieu ciq waon.	428
十節尾巴九節黃。	zyuq ciq ng po cieu ciq waon.	428
九子十八孫，獨自上孤墳。	cieu tsy zyuq paq sen, doq zhi zaon ku ven.	428
獨子王孫夾單丁。	doq tsy waon sen kaq tae tin.	428
老個豆腐嚼弗落，小個桌凳撩弗着。	lau goq deu vu zhiaq vaq loq, shiau goq tsoq ten liau vaq dzoq.	428
老個豆腐嚼弗落，小個桌凳撩弗着。	lau goq deu vu zhiaq vaq loq, shiau goq tsoq ten liau vaq zoq.	428
老個豆腐嚼弗落，小個桌凳撩弗着。	lau ghoq deu vu zhiaq vaq loq, shiau ghoq tsoq ten liau vaq dzoq.	428
老個豆腐嚼弗落，小個桌凳撩弗着。	lau ghoq deu vu zhiaq vaq loq, shiau ghoq tsoq ten liau vaq zoq.	428
老個豆腐嚼勿落，小個桌凳撩勿着。	lau goq deu vu zhiaq vaq loq, shiau goq tsoq ten liau vaq dzoq.	428
老個豆腐嚼勿落，小個桌凳撩勿着。	lau goq deu vu zhiaq vaq loq, shiau goq tsoq ten liau vaq zoq.	428
老個豆腐嚼勿落，小個桌凳撩勿着。	lau ghoq deu vu zhiaq vaq loq, shiau ghoq tsoq ten liau vaq dzoq.	428
老個豆腐嚼勿落，小個桌凳撩勿着。	lau ghoq deu vu zhiaq vaq loq, shiau ghoq tsoq ten liau vaq zoq.	428
渾頓頓，弄口飯吞吞。	wen ten ten, lon kheu vae then then.	429
混混日腳過，苦苦阿狗大。	wen wen gniq ciaq kou, khu khu aq keu dou.	429
種田割稻，哄人到老。	tson di kaq dau, hon gnin tau lau.	429
做牛力，喫豬食。	tsou ngeu liq, chioq tsyu zhiq.	429
喫飯吞，走路奔。	chioq vae then, tseu lu pen.	429
奔前頭，馱零頭。	pen zhi deu, dou lin deu.	429
生看見，熟嘸份。	san khi-khe ci, zoq mh ven.	429
一腳弗來，一腳弗去。	iq ciaq vaq le, iq ciaq vaq chi.	429
一腳勿來，一腳勿去。	iq ciaq vaq le, iq ciaq vaq chi.	429
癩頭做年，碰着閏年。	la deu tsou gni, ban dzoq yun gni.	429
癩頭做年，碰着閏年。	la deu tsou gni, ban zoq yun gni.	429
爛眼碰着炎眼。	lae ngae ban dzoq yi ngae.	429
爛眼碰着炎眼。	lae ngae ban zoq yi ngae.	429
眼眼叫碰着眼眼叫。	ngae ngae ciau ban dzoq ngae ngae ciau.	429
眼眼叫碰着眼眼叫。	ngae ngae ciau ban zoq ngae ngae ciau.	429
各廟各菩薩，各人懺念法。	koq miau koq bu saq, koq gnin tshae ne-gnie faq.	429
又要等先生，又要候年庚。	yi iau ten shi san, yi iau gheu gni kan.	429
上弗上，落弗落。	zaon vaq zaon, loq vaq loq.	429
上勿上，落勿落。	zaon vaq zaon, loq vaq loq.	429
求爹爹，告爺爺。	jieu tia tia, kau ya ya.	429
捧人家碗，受人家管。	phon gnin ko un, zhieu gnin ko kun.	429
喫人家飯，受人家難。	chioq gnin ko vae, zhieu gnin ko nae.	429
喫餿氣冷飯，揹殺頭罪名。	chioq seu chi lan vae, pei saq deu zei min.	429
眼淚水淘湯飯。	ngae li syu dau thaon vae.	429
小苦喫勒候頭頸。	shiau khu chioq laq gheu deu cin.	429
橫切蘿蔔，豎切蔥。	wan chiq lou boq, zyu chiq tshon.	429
人老實撥人欺，馬老實撥人騎。	gnin lau zyuq paq gnin chi, mo lau zyuq paq gnin ji.	429
當面嘸腳色，背後要氣煞。	taon mi mh ciaq saq, pei gheu iau chi saq.	429
當面嘸沒接口令，背後忖忖氣煞人。	taon mi mh mhaq ciq kheu lin, pei gheu tshen tshen chi saq gnin.	429
弗講一肚氣，講講兩肚氣。	vaq kaon iq du chi, kaon kaon lian du chi.	429
勿講一肚氣，講講兩肚氣。	vaq kaon iq du chi, kaon kaon lian du chi.	429
眼窗骨頭看出血。	ngae tshaon kuaq deu khi-khe tshyuq shiuq.	429
䂻進其肚裏弗得。	dzan cin ji du li vaq taq.	429
䂻進其肚裏勿得。	dzan cin ji du li vaq taq.	429
清清白白，斷竅苦煞。	chin chin baq baq, doe chiau khu saq.	429
糖炒栗子，難過日子。	daon tshau liq tsy, nae kou gniq tsy.	429
清白良民，苦勒傷心。	chin baq lian min, khu laq saon shin.	430
屋裏一條龍，外頭一梗蟲。	oq li iq diau lon, nga deu iq kan dzon.	430
屋裏一條龍，外頭一梗蟲。	oq li iq diau lon, nga deu iq kuan dzon.	430
做到老，弗如一梗草。	tsou tau lau, vaq zyu iq kan tshau.	430
做到老，弗如一梗草。	tsou tau lau, vaq zyu iq kuan tshau.	430
做到老，勿如一梗草。	tsou tau lau, vaq zyu iq kan tshau.	430
做到老，勿如一梗草。	tsou tau lau, vaq zyu iq kuan tshau.	430
教書先生去尋，做年長工去請。	kau syu shi san chi zhin, tsou gni jian kon chi chin.	430
天高弗算高，人心節節高。	thi kau vaq soe kau, gnin shin ciq ciq kau.	430
天高勿算高，人心節節高。	thi kau vaq soe kau, gnin shin ciq ciq kau.	430
新親熱切切，老親丟過壁。	shin chin gniq chiq chiq, lau chin tieu kou piq.	430
只認衣衫弗認人。	ciq gnin i sae vaq gnin gnin.	430
只認衣衫勿認人。	ciq gnin i sae vaq gnin gnin.	430
佛介人，賊介心；賊介人，佛介心。	vaq ka gnin, zaq ka shin; zaq ka gnin, vaq ka shin.	430
自家做做來弗及，人家做做弗中意。	zhi ko tsou tsou le vaq ji, gnin ko tsou tsou vaq tson i.	430
自家做做來勿及，人家做做勿中意。	zhi ko tsou tsou le vaq ji, gnin ko tsou tsou vaq tson i.	430
教儂會，弗湊隊。	kau nou wei, vaq tsheu dei.	430
教儂會，勿湊隊。	kau nou wei, vaq tshei dei.	430
教儂會，弗湊隊。	kau nou wei, vaq tsheu dei.	430
教儂會，勿湊隊。	kau nou wei, vaq tshei dei.	430
託相信，弄乾淨。	thoq shian shin, lon ki-ke zhin.	430
諫諫叨叨，弄弗討好。	gae gae tau tau, lon vaq thau hau.	430
諫諫叨叨，弄勿討好。	gae gae tau tau, lon vaq thau hau.	430
吵勒雞飛狗上屋。	tshau laq ci fi keu zaon oq.	430
一人𠑞尿出，和家弗得安。	iq gnin dza syu tshyuq, ghou ko vaq taq ei-e.	430
一人𠑞尿出，和家勿得安。	iq gnin dza syu tshyuq, ghou ko vaq taq ei-e.	430
一人射尿出，和家弗得安。	iq gnin dza syu tshyuq, ghou ko vaq taq ei-e.	430
一人射尿出，和家勿得安。	iq gnin dza syu tshyuq, ghou ko vaq taq ei-e.	430
一人撒尿出，和家弗得安。	iq gnin dza syu tshyuq, ghou ko vaq taq ei-e.	430
一人撒尿出，和家勿得安。	iq gnin dza syu tshyuq, ghou ko vaq taq ei-e.	430
喫饅頭忘記，喫拳頭記得。	chioq mun deu maon ci, chioq jiu deu ci taq.	430
莫看人家喫魚頭，要看人家喫拳頭。	mhau khi-khe gnin ko chioq ng deu, iau khi-khe gnin ko chioq jiu deu.	430
莫看人家喫魚頭，要看人家喫拳頭。	mau khi-khe gnin ko chioq ng deu, iau khi-khe gnin ko chioq jiu deu.	430
淡喫下飯鹹操心。	dae chioq gho vae ghae tshau shin.	430
淡喫下飯閒操心。	dae chioq gho vae ghae tshau shin.	430
着力弗討好，阿黃舂年糕。	jiaq liq vaq thau hau, aq waon saon gni kau.	430
着力勿討好，阿黃舂年糕。	jiaq liq vaq thau hau, aq waon saon gni kau.	430
閒飯餵野狗，喫落橫趟走。	ghae vae iu ya keu, chioq loq wan thaon tseu.	430
白米飯餵狗，反轉咬手。	baq mi vae iu keu, fae tsoe ngau shieu.	430
好心犯惡意，石頭壓腳面。	hau shin vae oq i, zaq deu aq ciaq mi.	430
好心嘸好報。	hau shin mh hau pau.	430
天下十八省，馬屁弗穿繃。	thi gho zyuq paq san, mo phi vaq tshoe pan.	430
天下十八省，馬屁勿穿繃。	thi gho zyuq paq san, mo phi vaq tshoe pan.	430
人老弗值半文錢，牛老還可賣銅鈿。	gnin lau vaq jiq pun ven ji, ngeu lau wa khou ma don di.	430
人老弗值半文錢，牛老還可賣銅鈿。	gnin lau vaq jiq pun ven ji, ngeu lau gha khou ma don di.	430
人老勿值半文錢，牛老還可賣銅鈿。	gnin lau vaq jiq pun ven ji, ngeu lau wa khou ma don di.	430
人老勿值半文錢，牛老還可賣銅鈿。	gnin lau vaq jiq pun ven ji, ngeu lau gha khou ma don di.	430
燕子做窠空勞碌。	i tsy tsou khou khon lau loq.	430
嘸告話頭，貓拖饅頭。	mh kau wo deu, mae thou mun deu.	430
嘸告話頭，眼淚鼻頭。	mh kau wo deu, ngae li baq deu.	430
嘸告話頭，老太婆肖牛。	mh kau wo deu, lau tha bou shiau ngeu.	430
張郎送李郎。	cian laon son li laon.	431
大腳裝小腳。	dou ciaq tsaon shiau ciaq.	431
聊天八隻腳。	liau thi paq tsaq ciaq.	431
棺材板揞人。	kun dze pae an gnin.	431
棺材板揞人。	kun dze pae khan gnin.	431
棺材板揞人。	kun dze pae ae gnin.	431
棺材板揞人。	kun dze pae ghae gnin.	431
喫兩面巴掌。	chioq lian mi po tsaon.	431
口渴喝鹽滷。	kheu khaq haq yi lu.	431
上轎穿耳環。	zaon jiau tshoe er wae.	431
氣力使戥子。	chi liq sy ten tsy.	431
挖人家魚鰓。	uaq gnin ko ng se.	431
黃狗管福禮。	waon keu kun foq li.	431
黃狗管福禮。	waon ki-ke kun foq li.	431
黃狗管福禮。	wu keu kun foq li.	431
黃狗管福禮。	wu ki-ke kun foq li.	431
鴨多弗生卵。	ae tou vaq san loe.	431
鴨多勿生卵。	ae tou vaq san loe.	431
生手摸大牌。	san shieu moq dou ba.	431
稻大心弗熱。	dau dou shin vaq gniq.	431
稻大心勿熱。	dau dou shin vaq gniq.	431
荒年搭大熟。	huaon gni taq dou zoq.	431
溼手遭麪粉。	shiq shieu tsau mi fen.	431
𠑞涴胡嚨癢。	dza ou wu lon yan.	431
𠑞屙胡嚨癢。	dza ou wu lon yan.	431
射涴胡嚨癢。	dza ou wu lon yan.	431
射屙胡嚨癢。	dza ou wu lon yan.	431
撒涴胡嚨癢。	dza ou wu lon yan.	431
撒屙胡嚨癢。	dza ou wu lon yan.	431
𠑞涴壅伸草。	dza ou ion shin tshau.	431
𠑞屙壅伸草。	dza ou ion shin tshau.	431
射涴壅伸草。	dza ou ion shin tshau.	431
射屙壅伸草。	dza ou ion shin tshau.	431
撒涴壅伸草。	dza ou ion shin tshau.	431
撒屙壅伸草。	dza ou ion shin tshau.	431
𠑞涴估堆頭。	dza ou ku tei deu.	431
𠑞屙估堆頭。	dza ou ku tei deu.	431
射涴估堆頭。	dza ou ku tei deu.	431
射屙估堆頭。	dza ou ku tei deu.	431
撒涴估堆頭。	dza ou ku tei deu.	431
撒屙估堆頭。	dza ou ku tei deu.	431
十二月飯蒸。	zyuq gni yuq vae cin.	431
矮子寬寬心。	a tsy khun khun shin.	431
太婆多𤃀尿。	tha bou tou li syu.	431
太婆多禮數。	tha bou tou li su.	431
涴掃帚成筋。	ou sau cieu jin cin.	431
涴掃帚成精。	ou sau cieu jin cin.	431
屙掃帚成筋。	ou sau cieu jin cin.	431
屙掃帚成精。	ou sau cieu jin cin.	431
箲帚和把纏。	shi cieu ghou po ji.	431
抲老實彈胡。	kho lau zyuq dae wu.	431
臭蝦配臭醋。	chieu huo phei chieu tshu.	431
十日過九灘。	zyuq gniq kou cieu thae.	431
鐵將軍管門。	thiq cian ciun kun men.	432
倒翻字紙籮。	tau fae zy tsy lou.	432
螞蟥見滷滯。	mo waon ci lu dzyu.	432
蒼蠅撼石柱。	tshaon in he zaq dzyu.	432
蒼蠅撼石柱。	tshaon in hei- zaq dzyu.	432
竈樑頭跑馬。	tsau lian deu bau mo.	432
好筍出笆外。	hau syun tshyuq po nga.	432
冬瓜牽豆棚。	ton kuo chi deu ban.	432
三爹六主意。	sae tia loq tsyu i.	432
七主意，八老大。	chiq tsyu i, paq lau da.	432
老大多，倒沒船。	lau da tou, tau maq zoe.	432
陽溝頭裏翻船。	ian keu deu li fae zoe.	432
三榔頭敲弗倒。	sae laon deu khau vaq tau.	432
三榔頭敲勿倒。	sae laon deu khau vaq tau.	432
頭髮絲吊元寶。	deu faq sy tiau gniu pau.	432
心越急，柴越溼。	shin yuq ciq, za yuq shiq.	432
開頭門，多頭風。	khe deu men, tou deu fon.	432
老虎弗怪怪山。	lau fu vaq kua kua sae.	432
老虎勿怪怪山。	lau fu vaq kua kua sae.	432
抲勒牛頭硬飲水。	kho laq ngeu deu ngan in syu.	432
黃鼠狼獨張皮。	waon tsy laon doq jian bi.	432
黃鼠狼獨張皮。	waon tsy laon doq cian bi.	432
拔來毛黏弗牢。	baq le mau kni vaq lau.	432
拔來毛黏勿牢。	baq le mau kni vaq lau.	432
瞎子發鏖糟眼。	haq tsy faq au tsau ngae.	432
吊煞鬼勸上吊。	tiau saq ciu chiu zaon tiau.	432
河水鬼找替身。	ghou syu ciu tsau thi shin.	432
強盜碰着劫賊。	jian dau ban dzoq ciq zaq.	432
強盜碰着劫賊。	jian dau ban zoq ciq zaq.	432
烏鱧魚扮河樁。	u li ng pae ghou tsaon.	432
饅頭大似蒸籠。	mun deu dou zy cin lon.	432
直裏還是橫裏多。	jiq li wa zy wan li tou.	432
直裏還是橫裏多。	jiq li gha zy wan li tou.	432
蒼蠅也有四兩力。	tshaon in gha yeu sy lian liq.	432
蒼蠅也有四兩力。	tshaon in ya yeu sy lian liq.	432
破船也有三千釘。	phou zoe gha yeu sae chi tin.	432
破船也有三千釘。	phou zoe ya yeu sae chi tin.	432
彈花㪝槌下大上。	dae huo li dzyu gho dou zaon.	432
肚皮裏頭打官司。	du bi li deu tan kun sy.	433
羊肉沒喫羊臊臭。	yan gnioq maq chioq yan sau chieu.	433
騎牛碰着親家公。	ji ngeu ban dzoq chin ko kon.	433
騎牛碰着親家公。	ji ngeu ban zoq chin ko kon.	433
三個廚工殺穀蜢。	sae goq dzyu kon saq koq man.	433
三個廚工殺穀蜢。	sae ghoq dzyu kon saq koq man.	433
死貓嚇煞活老鼠。	shi mae haq saq waq lau tsy.	433
遠來和尚會念經。	yu le ghou zaon wei ne-gnie cin.	433
擺勒和尚罵賊禿。	pa laq ghou zaon mo zaq thaq.	433
皇帝弗羯太監羯。	waon ti vaq ciq tha kae ciq.	433
皇帝勿羯太監羯。	waon ti vaq ciq tha kae ciq.	433
皇帝弗急太監急。	waon ti vaq ciq tha kae ciq.	433
皇帝勿急太監急。	waon ti vaq ciq tha kae ciq.	433
